状态序号,剩余演算次数,剩余放弃次数,剩余翻倍次数,已确定翻倍状态,铭牌0,铭牌1,铭牌2,铭牌3,铭牌4,手牌总数,战力点,最优决策,最优价值
1,1,0,0,未确定,0,0,0,0,0,0,0,抽取铭牌,88181.67
2,1,0,0,未确定,0,0,0,0,1,1,5,抽取铭牌,101643.81
3,1,0,0,未确定,0,0,0,0,2,2,10,不翻倍,160000.0
4,1,0,0,未确定,0,0,0,1,0,1,4,抽取铭牌,87431.52
5,1,0,0,未确定,0,0,0,1,1,2,9,不翻倍,100000.0
6,1,0,0,未确定,0,0,0,2,0,2,8,不翻倍,79197.72
7,1,0,0,未确定,0,0,1,0,0,1,3,抽取铭牌,82193.33
8,1,0,0,未确定,0,0,1,0,1,2,8,不翻倍,80209.57
9,1,0,0,未确定,0,0,1,1,0,2,7,不翻倍,74929.23
10,1,0,0,未确定,0,0,2,0,0,2,6,不翻倍,87474.25
11,1,0,0,未确定,0,1,0,0,0,1,2,抽取铭牌,82693.63
12,1,0,0,未确定,0,1,0,0,1,2,7,不翻倍,76422.79
13,1,0,0,未确定,0,1,0,1,0,2,6,不翻倍,88130.48
14,1,0,0,未确定,0,1,1,0,0,2,5,不翻倍,97080.34
15,1,0,0,未确定,0,2,0,0,0,2,4,不翻倍,77032.59
16,1,0,0,未确定,1,0,0,0,0,1,1,抽取铭牌,84703.7
17,1,0,0,未确定,1,0,0,0,1,2,6,不翻倍,92572.99
18,1,0,0,未确定,1,0,0,1,0,2,5,不翻倍,95680.0
19,1,0,0,未确定,1,0,1,0,0,2,4,不翻倍,77084.67
20,1,0,0,未确定,1,1,0,0,0,2,3,不翻倍,71661.77
21,1,0,0,未确定,2,0,0,0,0,2,2,不翻倍,76773.39
22,1,0,0,不翻倍,0,0,0,0,2,2,10,开始演算,160000.0
23,1,0,0,不翻倍,0,0,0,0,3,3,4,抽取铭牌,72176.92
24,1,0,0,不翻倍,0,0,0,0,4,4,9,开始演算,100000.0
25,1,0,0,不翻倍,0,0,0,0,5,5,3,开始演算,4000.0
26,1,0,0,不翻倍,0,0,0,1,1,2,9,开始演算,100000.0
27,1,0,0,不翻倍,0,0,0,1,2,3,3,抽取铭牌,65212.31
28,1,0,0,不翻倍,0,0,0,1,3,4,8,开始演算,60000.0
29,1,0,0,不翻倍,0,0,0,1,4,5,2,开始演算,2000.0
30,1,0,0,不翻倍,0,0,0,2,0,2,8,抽取铭牌,79197.72
31,1,0,0,不翻倍,0,0,0,2,1,3,2,抽取铭牌,58046.15
32,1,0,0,不翻倍,0,0,0,2,2,4,7,抽取铭牌,64160.0
33,1,0,0,不翻倍,0,0,0,2,3,5,1,开始演算,1000.0
34,1,0,0,不翻倍,0,0,0,3,0,3,1,抽取铭牌,49500.0
35,1,0,0,不翻倍,0,0,0,3,1,4,6,抽取铭牌,71200.0
36,1,0,0,不翻倍,0,0,0,3,2,5,0,开始演算,0.0
37,1,0,0,不翻倍,0,0,0,4,0,4,5,抽取铭牌,77600.0
38,1,0,0,不翻倍,0,0,0,4,1,5,10,开始演算,160000.0
39,1,0,0,不翻倍,0,0,0,5,0,5,9,开始演算,100000.0
40,1,0,0,不翻倍,0,0,1,0,1,2,8,抽取铭牌,80209.57
41,1,0,0,不翻倍,0,0,1,0,2,3,2,抽取铭牌,59510.77
42,1,0,0,不翻倍,0,0,1,0,3,4,7,抽取铭牌,57720.0
43,1,0,0,不翻倍,0,0,1,0,4,5,1,开始演算,1000.0
44,1,0,0,不翻倍,0,0,1,1,0,2,7,抽取铭牌,74929.23
45,1,0,0,不翻倍,0,0,1,1,1,3,1,抽取铭牌,52133.85
46,1,0,0,不翻倍,0,0,1,1,2,4,6,抽取铭牌,80000.0
47,1,0,0,不翻倍,0,0,1,1,3,5,0,开始演算,0.0
48,1,0,0,不翻倍,0,0,1,2,0,3,0,抽取铭牌,38612.31
49,1,0,0,不翻倍,0,0,1,2,1,4,5,抽取铭牌,76800.0
50,1,0,0,不翻倍,0,0,1,2,2,5,10,开始演算,160000.0
51,1,0,0,不翻倍,0,0,1,3,0,4,4,抽取铭牌,48160.0
52,1,0,0,不翻倍,0,0,1,3,1,5,9,开始演算,100000.0
53,1,0,0,不翻倍,0,0,1,4,0,5,8,开始演算,60000.0
54,1,0,0,不翻倍,0,0,2,0,0,2,6,抽取铭牌,87474.25
55,1,0,0,不翻倍,0,0,2,0,1,3,0,抽取铭牌,37758.46
56,1,0,0,不翻倍,0,0,2,0,2,4,5,抽取铭牌,76000.0
57,1,0,0,不翻倍,0,0,2,0,3,5,10,开始演算,160000.0
58,1,0,0,不翻倍,0,0,2,1,0,3,10,开始演算,160000.0
59,1,0,0,不翻倍,0,0,2,1,1,4,4,抽取铭牌,47520.0
60,1,0,0,不翻倍,0,0,2,1,2,5,9,开始演算,100000.0
61,1,0,0,不翻倍,0,0,2,2,0,4,3,抽取铭牌,29340.0
62,1,0,0,不翻倍,0,0,2,2,1,5,8,开始演算,60000.0
63,1,0,0,不翻倍,0,0,2,3,0,5,7,开始演算,36000.0
64,1,0,0,不翻倍,0,0,3,0,0,3,9,开始演算,100000.0
65,1,0,0,不翻倍,0,0,3,0,1,4,3,抽取铭牌,29020.0
66,1,0,0,不翻倍,0,0,3,0,2,5,8,开始演算,60000.0
67,1,0,0,不翻倍,0,0,3,1,0,4,2,抽取铭牌,17500.0
68,1,0,0,不翻倍,0,0,3,1,1,5,7,开始演算,36000.0
69,1,0,0,不翻倍,0,0,3,2,0,5,6,开始演算,20000.0
70,1,0,0,不翻倍,0,0,4,0,0,4,1,抽取铭牌,10140.0
71,1,0,0,不翻倍,0,0,4,0,1,5,6,开始演算,20000.0
72,1,0,0,不翻倍,0,0,4,1,0,5,5,开始演算,12000.0
73,1,0,0,不翻倍,0,0,5,0,0,5,4,开始演算,7500.0
74,1,0,0,不翻倍,0,1,0,0,1,2,7,抽取铭牌,76422.79
75,1,0,0,不翻倍,0,1,0,0,2,3,1,抽取铭牌,53150.77
76,1,0,0,不翻倍,0,1,0,0,3,4,6,抽取铭牌,88000.0
77,1,0,0,不翻倍,0,1,0,0,4,5,0,开始演算,0.0
78,1,0,0,不翻倍,0,1,0,1,0,2,6,抽取铭牌,88130.48
79,1,0,0,不翻倍,0,1,0,1,1,3,0,抽取铭牌,37207.69
80,1,0,0,不翻倍,0,1,0,1,2,4,5,抽取铭牌,75360.0
81,1,0,0,不翻倍,0,1,0,1,3,5,10,开始演算,160000.0
82,1,0,0,不翻倍,0,1,0,2,0,3,10,开始演算,160000.0
83,1,0,0,不翻倍,0,1,0,2,1,4,4,抽取铭牌,47200.0
84,1,0,0,不翻倍,0,1,0,2,2,5,9,开始演算,100000.0
85,1,0,0,不翻倍,0,1,0,3,0,4,3,抽取铭牌,29020.0
86,1,0,0,不翻倍,0,1,0,3,1,5,8,开始演算,60000.0
87,1,0,0,不翻倍,0,1,0,4,0,5,7,开始演算,36000.0
88,1,0,0,不翻倍,0,1,1,0,0,2,5,抽取铭牌,97080.34
89,1,0,0,不翻倍,0,1,1,0,1,3,10,开始演算,160000.0
90,1,0,0,不翻倍,0,1,1,0,2,4,4,抽取铭牌,46560.0
91,1,0,0,不翻倍,0,1,1,0,3,5,9,开始演算,100000.0
92,1,0,0,不翻倍,0,1,1,1,0,3,9,开始演算,100000.0
93,1,0,0,不翻倍,0,1,1,1,1,4,3,抽取铭牌,28700.0
94,1,0,0,不翻倍,0,1,1,1,2,5,8,开始演算,60000.0
95,1,0,0,不翻倍,0,1,1,2,0,4,2,抽取铭牌,17360.0
96,1,0,0,不翻倍,0,1,1,2,1,5,7,开始演算,36000.0
97,1,0,0,不翻倍,0,1,1,3,0,5,6,开始演算,20000.0
98,1,0,0,不翻倍,0,1,2,0,0,3,8,开始演算,60000.0
99,1,0,0,不翻倍,0,1,2,0,1,4,2,抽取铭牌,17040.0
100,1,0,0,不翻倍,0,1,2,0,2,5,7,开始演算,36000.0
101,1,0,0,不翻倍,0,1,2,1,0,4,1,抽取铭牌,10100.0
102,1,0,0,不翻倍,0,1,2,1,1,5,6,开始演算,20000.0
103,1,0,0,不翻倍,0,1,2,2,0,5,5,开始演算,12000.0
104,1,0,0,不翻倍,0,1,3,0,0,4,0,抽取铭牌,6120.0
105,1,0,0,不翻倍,0,1,3,0,1,5,5,开始演算,12000.0
106,1,0,0,不翻倍,0,1,3,1,0,5,4,开始演算,7500.0
107,1,0,0,不翻倍,0,1,4,0,0,5,3,开始演算,4000.0
108,1,0,0,不翻倍,0,2,0,0,0,2,4,抽取铭牌,77032.59
109,1,0,0,不翻倍,0,2,0,0,1,3,9,开始演算,100000.0
110,1,0,0,不翻倍,0,2,0,0,2,4,3,抽取铭牌,28060.0
111,1,0,0,不翻倍,0,2,0,0,3,5,8,开始演算,60000.0
112,1,0,0,不翻倍,0,2,0,1,0,3,8,开始演算,60000.0
113,1,0,0,不翻倍,0,2,0,1,1,4,2,抽取铭牌,16900.0
114,1,0,0,不翻倍,0,2,0,1,2,5,7,开始演算,36000.0
115,1,0,0,不翻倍,0,2,0,2,0,4,1,抽取铭牌,10060.0
116,1,0,0,不翻倍,0,2,0,2,1,5,6,开始演算,20000.0
117,1,0,0,不翻倍,0,2,0,3,0,5,5,开始演算,12000.0
118,1,0,0,不翻倍,0,2,1,0,0,3,7,抽取铭牌,51846.15
119,1,0,0,不翻倍,0,2,1,0,1,4,1,抽取铭牌,9920.0
120,1,0,0,不翻倍,0,2,1,0,2,5,6,开始演算,20000.0
121,1,0,0,不翻倍,0,2,1,1,0,4,0,抽取铭牌,6060.0
122,1,0,0,不翻倍,0,2,1,1,1,5,5,开始演算,12000.0
123,1,0,0,不翻倍,0,2,1,2,0,5,4,开始演算,7500.0
124,1,0,0,不翻倍,0,2,2,0,0,4,10,开始演算,160000.0
125,1,0,0,不翻倍,0,2,2,0,1,5,4,开始演算,7500.0
126,1,0,0,不翻倍,0,2,2,1,0,5,3,开始演算,4000.0
127,1,0,0,不翻倍,0,2,3,0,0,5,2,开始演算,2000.0
128,1,0,0,不翻倍,0,3,0,0,0,3,6,抽取铭牌,84036.92
129,1,0,0,不翻倍,0,3,0,0,1,4,0,抽取铭牌,5960.0
130,1,0,0,不翻倍,0,3,0,0,2,5,5,开始演算,12000.0
131,1,0,0,不翻倍,0,3,0,1,0,4,10,开始演算,160000.0
132,1,0,0,不翻倍,0,3,0,1,1,5,4,开始演算,7500.0
133,1,0,0,不翻倍,0,3,0,2,0,5,3,开始演算,4000.0
134,1,0,0,不翻倍,0,3,1,0,0,4,9,开始演算,100000.0
135,1,0,0,不翻倍,0,3,1,0,1,5,3,开始演算,4000.0
136,1,0,0,不翻倍,0,3,1,1,0,5,2,开始演算,2000.0
137,1,0,0,不翻倍,0,3,2,0,0,5,1,开始演算,1000.0
138,1,0,0,不翻倍,0,4,0,0,0,4,8,开始演算,60000.0
139,1,0,0,不翻倍,0,4,0,0,1,5,2,开始演算,2000.0
140,1,0,0,不翻倍,0,4,0,1,0,5,1,开始演算,1000.0
141,1,0,0,不翻倍,0,4,1,0,0,5,0,开始演算,0.0
142,1,0,0,不翻倍,0,5,0,0,0,5,10,开始演算,160000.0
143,1,0,0,不翻倍,1,0,0,0,1,2,6,抽取铭牌,92572.99
144,1,0,0,不翻倍,1,0,0,0,2,3,0,抽取铭牌,35449.23
145,1,0,0,不翻倍,1,0,0,0,3,4,5,抽取铭牌,73600.0
146,1,0,0,不翻倍,1,0,0,0,4,5,10,开始演算,160000.0
147,1,0,0,不翻倍,1,0,0,1,0,2,5,抽取铭牌,95680.0
148,1,0,0,不翻倍,1,0,0,1,1,3,10,开始演算,160000.0
149,1,0,0,不翻倍,1,0,0,1,2,4,4,抽取铭牌,45920.0
150,1,0,0,不翻倍,1,0,0,1,3,5,9,开始演算,100000.0
151,1,0,0,不翻倍,1,0,0,2,0,3,9,开始演算,100000.0
152,1,0,0,不翻倍,1,0,0,2,1,4,3,抽取铭牌,28240.0
153,1,0,0,不翻倍,1,0,0,2,2,5,8,开始演算,60000.0
154,1,0,0,不翻倍,1,0,0,3,0,4,2,抽取铭牌,17180.0
155,1,0,0,不翻倍,1,0,0,3,1,5,7,开始演算,36000.0
156,1,0,0,不翻倍,1,0,0,4,0,5,6,开始演算,20000.0
157,1,0,0,不翻倍,1,0,1,0,0,2,4,抽取铭牌,77084.67
158,1,0,0,不翻倍,1,0,1,0,1,3,9,开始演算,100000.0
159,1,0,0,不翻倍,1,0,1,0,2,4,3,抽取铭牌,27920.0
160,1,0,0,不翻倍,1,0,1,0,3,5,8,开始演算,60000.0
161,1,0,0,不翻倍,1,0,1,1,0,3,8,开始演算,60000.0
162,1,0,0,不翻倍,1,0,1,1,1,4,2,抽取铭牌,16860.0
163,1,0,0,不翻倍,1,0,1,1,2,5,7,开始演算,36000.0
164,1,0,0,不翻倍,1,0,1,2,0,4,1,抽取铭牌,10000.0
165,1,0,0,不翻倍,1,0,1,2,1,5,6,开始演算,20000.0
166,1,0,0,不翻倍,1,0,1,3,0,5,5,开始演算,12000.0
167,1,0,0,不翻倍,1,0,2,0,0,3,7,抽取铭牌,51050.77
168,1,0,0,不翻倍,1,0,2,0,1,4,1,抽取铭牌,9860.0
169,1,0,0,不翻倍,1,0,2,0,2,5,6,开始演算,20000.0
170,1,0,0,不翻倍,1,0,2,1,0,4,0,抽取铭牌,6020.0
171,1,0,0,不翻倍,1,0,2,1,1,5,5,开始演算,12000.0
172,1,0,0,不翻倍,1,0,2,2,0,5,4,开始演算,7500.0
173,1,0,0,不翻倍,1,0,3,0,0,4,10,开始演算,160000.0
174,1,0,0,不翻倍,1,0,3,0,1,5,4,开始演算,7500.0
175,1,0,0,不翻倍,1,0,3,1,0,5,3,开始演算,4000.0
176,1,0,0,不翻倍,1,0,4,0,0,5,2,开始演算,2000.0
177,1,0,0,不翻倍,1,1,0,0,0,2,3,抽取铭牌,71661.77
178,1,0,0,不翻倍,1,1,0,0,1,3,8,开始演算,60000.0
179,1,0,0,不翻倍,1,1,0,0,2,4,2,抽取铭牌,16400.0
180,1,0,0,不翻倍,1,1,0,0,3,5,7,开始演算,36000.0
181,1,0,0,不翻倍,1,1,0,1,0,3,7,抽取铭牌,59255.38
182,1,0,0,不翻倍,1,1,0,1,1,4,1,抽取铭牌,9820.0
183,1,0,0,不翻倍,1,1,0,1,2,5,6,开始演算,20000.0
184,1,0,0,不翻倍,1,1,0,2,0,4,0,抽取铭牌,5960.0
185,1,0,0,不翻倍,1,1,0,2,1,5,5,开始演算,12000.0
186,1,0,0,不翻倍,1,1,0,3,0,5,4,开始演算,7500.0
187,1,0,0,不翻倍,1,1,1,0,0,3,6,抽取铭牌,82756.92
188,1,0,0,不翻倍,1,1,1,0,1,4,0,抽取铭牌,5920.0
189,1,0,0,不翻倍,1,1,1,0,2,5,5,开始演算,12000.0
190,1,0,0,不翻倍,1,1,1,1,0,4,10,开始演算,160000.0
191,1,0,0,不翻倍,1,1,1,1,1,5,4,开始演算,7500.0
192,1,0,0,不翻倍,1,1,1,2,0,5,3,开始演算,4000.0
193,1,0,0,不翻倍,1,1,2,0,0,4,9,开始演算,100000.0
194,1,0,0,不翻倍,1,1,2,0,1,5,3,开始演算,4000.0
195,1,0,0,不翻倍,1,1,2,1,0,5,2,开始演算,2000.0
196,1,0,0,不翻倍,1,1,3,0,0,5,1,开始演算,1000.0
197,1,0,0,不翻倍,1,2,0,0,0,3,5,抽取铭牌,97707.69
198,1,0,0,不翻倍,1,2,0,0,1,4,10,开始演算,160000.0
199,1,0,0,不翻倍,1,2,0,0,2,5,4,开始演算,7500.0
200,1,0,0,不翻倍,1,2,0,1,0,4,9,开始演算,100000.0
201,1,0,0,不翻倍,1,2,0,1,1,5,3,开始演算,4000.0
202,1,0,0,不翻倍,1,2,0,2,0,5,2,开始演算,2000.0
203,1,0,0,不翻倍,1,2,1,0,0,4,8,开始演算,60000.0
204,1,0,0,不翻倍,1,2,1,0,1,5,2,开始演算,2000.0
205,1,0,0,不翻倍,1,2,1,1,0,5,1,开始演算,1000.0
206,1,0,0,不翻倍,1,2,2,0,0,5,0,开始演算,0.0
207,1,0,0,不翻倍,1,3,0,0,0,4,7,抽取铭牌,49840.0
208,1,0,0,不翻倍,1,3,0,0,1,5,1,开始演算,1000.0
209,1,0,0,不翻倍,1,3,0,1,0,5,0,开始演算,0.0
210,1,0,0,不翻倍,1,3,1,0,0,5,10,开始演算,160000.0
211,1,0,0,不翻倍,1,4,0,0,0,5,9,开始演算,100000.0
212,1,0,0,不翻倍,2,0,0,0,0,2,2,抽取铭牌,76773.39
213,1,0,0,不翻倍,2,0,0,0,1,3,7,抽取铭牌,60556.15
214,1,0,0,不翻倍,2,0,0,0,2,4,1,抽取铭牌,9580.0
215,1,0,0,不翻倍,2,0,0,0,3,5,6,开始演算,20000.0
216,1,0,0,不翻倍,2,0,0,1,0,3,6,抽取铭牌,81770.77
217,1,0,0,不翻倍,2,0,0,1,1,4,0,抽取铭牌,5820.0
218,1,0,0,不翻倍,2,0,0,1,2,5,5,开始演算,12000.0
219,1,0,0,不翻倍,2,0,0,2,0,4,10,开始演算,160000.0
220,1,0,0,不翻倍,2,0,0,2,1,5,4,开始演算,7500.0
221,1,0,0,不翻倍,2,0,0,3,0,5,3,开始演算,4000.0
222,1,0,0,不翻倍,2,0,1,0,0,3,5,抽取铭牌,95824.62
223,1,0,0,不翻倍,2,0,1,0,1,4,10,开始演算,160000.0
224,1,0,0,不翻倍,2,0,1,0,2,5,4,开始演算,7500.0
225,1,0,0,不翻倍,2,0,1,1,0,4,9,开始演算,100000.0
226,1,0,0,不翻倍,2,0,1,1,1,5,3,开始演算,4000.0
227,1,0,0,不翻倍,2,0,1,2,0,5,2,开始演算,2000.0
228,1,0,0,不翻倍,2,0,2,0,0,4,8,开始演算,60000.0
229,1,0,0,不翻倍,2,0,2,0,1,5,2,开始演算,2000.0
230,1,0,0,不翻倍,2,0,2,1,0,5,1,开始演算,1000.0
231,1,0,0,不翻倍,2,0,3,0,0,5,0,开始演算,0.0
232,1,0,0,不翻倍,2,1,0,0,0,3,4,抽取铭牌,74052.31
233,1,0,0,不翻倍,2,1,0,0,1,4,9,开始演算,100000.0
234,1,0,0,不翻倍,2,1,0,0,2,5,3,开始演算,4000.0
235,1,0,0,不翻倍,2,1,0,1,0,4,8,开始演算,60000.0
236,1,0,0,不翻倍,2,1,0,1,1,5,2,开始演算,2000.0
237,1,0,0,不翻倍,2,1,0,2,0,5,1,开始演算,1000.0
238,1,0,0,不翻倍,2,1,1,0,0,4,7,抽取铭牌,49040.0
239,1,0,0,不翻倍,2,1,1,0,1,5,1,开始演算,1000.0
240,1,0,0,不翻倍,2,1,1,1,0,5,0,开始演算,0.0
241,1,0,0,不翻倍,2,1,2,0,0,5,10,开始演算,160000.0
242,1,0,0,不翻倍,2,2,0,0,0,4,6,抽取铭牌,82720.0
243,1,0,0,不翻倍,2,2,0,0,1,5,0,开始演算,0.0
244,1,0,0,不翻倍,2,2,0,1,0,5,10,开始演算,160000.0
245,1,0,0,不翻倍,2,2,1,0,0,5,9,开始演算,100000.0
246,1,0,0,不翻倍,2,3,0,0,0,5,8,开始演算,60000.0
247,1,0,0,不翻倍,3,0,0,0,0,3,3,抽取铭牌,68664.62
248,1,0,0,不翻倍,3,0,0,0,1,4,8,开始演算,60000.0
249,1,0,0,不翻倍,3,0,0,0,2,5,2,开始演算,2000.0
250,1,0,0,不翻倍,3,0,0,1,0,4,7,抽取铭牌,57040.0
251,1,0,0,不翻倍,3,0,0,1,1,5,1,开始演算,1000.0
252,1,0,0,不翻倍,3,0,0,2,0,5,0,开始演算,0.0
253,1,0,0,不翻倍,3,0,1,0,0,4,6,抽取铭牌,82080.0
254,1,0,0,不翻倍,3,0,1,0,1,5,0,开始演算,0.0
255,1,0,0,不翻倍,3,0,1,1,0,5,10,开始演算,160000.0
256,1,0,0,不翻倍,3,0,2,0,0,5,9,开始演算,100000.0
257,1,0,0,不翻倍,3,1,0,0,0,4,5,抽取铭牌,89760.0
258,1,0,0,不翻倍,3,1,0,0,1,5,10,开始演算,160000.0
259,1,0,0,不翻倍,3,1,0,1,0,5,9,开始演算,100000.0
260,1,0,0,不翻倍,3,1,1,0,0,5,8,开始演算,60000.0
261,1,0,0,不翻倍,3,2,0,0,0,5,7,开始演算,36000.0
262,1,0,0,不翻倍,4,0,0,0,0,4,4,抽取铭牌,54880.0
263,1,0,0,不翻倍,4,0,0,0,1,5,9,开始演算,100000.0
264,1,0,0,不翻倍,4,0,0,1,0,5,8,开始演算,60000.0
265,1,0,0,不翻倍,4,0,1,0,0,5,7,开始演算,36000.0
266,1,0,0,不翻倍,4,1,0,0,0,5,6,开始演算,20000.0
267,1,0,0,不翻倍,5,0,0,0,0,5,5,开始演算,12000.0
268,1,0,0,翻倍,0,0,0,0,2,2,10,开始演算,320000.0
269,1,0,0,翻倍,0,0,0,0,3,3,4,抽取铭牌,144353.85
270,1,0,0,翻倍,0,0,0,0,4,4,9,开始演算,200000.0
271,1,0,0,翻倍,0,0,0,0,5,5,3,开始演算,8000.0
272,1,0,0,翻倍,0,0,0,1,1,2,9,开始演算,200000.0
273,1,0,0,翻倍,0,0,0,1,2,3,3,抽取铭牌,130424.62
274,1,0,0,翻倍,0,0,0,1,3,4,8,开始演算,120000.0
275,1,0,0,翻倍,0,0,0,1,4,5,2,开始演算,4000.0
276,1,0,0,翻倍,0,0,0,2,0,2,8,抽取铭牌,158395.44
277,1,0,0,翻倍,0,0,0,2,1,3,2,抽取铭牌,116092.31
278,1,0,0,翻倍,0,0,0,2,2,4,7,抽取铭牌,128320.0
279,1,0,0,翻倍,0,0,0,2,3,5,1,开始演算,2000.0
280,1,0,0,翻倍,0,0,0,3,0,3,1,抽取铭牌,99000.0
281,1,0,0,翻倍,0,0,0,3,1,4,6,抽取铭牌,142400.0
282,1,0,0,翻倍,0,0,0,3,2,5,0,开始演算,0.0
283,1,0,0,翻倍,0,0,0,4,0,4,5,抽取铭牌,155200.0
284,1,0,0,翻倍,0,0,0,4,1,5,10,开始演算,320000.0
285,1,0,0,翻倍,0,0,0,5,0,5,9,开始演算,200000.0
286,1,0,0,翻倍,0,0,1,0,1,2,8,抽取铭牌,160419.15
287,1,0,0,翻倍,0,0,1,0,2,3,2,抽取铭牌,119021.54
288,1,0,0,翻倍,0,0,1,0,3,4,7,抽取铭牌,115440.0
289,1,0,0,翻倍,0,0,1,0,4,5,1,开始演算,2000.0
290,1,0,0,翻倍,0,0,1,1,0,2,7,抽取铭牌,149858.46
291,1,0,0,翻倍,0,0,1,1,1,3,1,抽取铭牌,104267.69
292,1,0,0,翻倍,0,0,1,1,2,4,6,抽取铭牌,160000.0
293,1,0,0,翻倍,0,0,1,1,3,5,0,开始演算,0.0
294,1,0,0,翻倍,0,0,1,2,0,3,0,抽取铭牌,77224.62
295,1,0,0,翻倍,0,0,1,2,1,4,5,抽取铭牌,153600.0
296,1,0,0,翻倍,0,0,1,2,2,5,10,开始演算,320000.0
297,1,0,0,翻倍,0,0,1,3,0,4,4,抽取铭牌,96320.0
298,1,0,0,翻倍,0,0,1,3,1,5,9,开始演算,200000.0
299,1,0,0,翻倍,0,0,1,4,0,5,8,开始演算,120000.0
300,1,0,0,翻倍,0,0,2,0,0,2,6,抽取铭牌,174948.49
301,1,0,0,翻倍,0,0,2,0,1,3,0,抽取铭牌,75516.92
302,1,0,0,翻倍,0,0,2,0,2,4,5,抽取铭牌,152000.0
303,1,0,0,翻倍,0,0,2,0,3,5,10,开始演算,320000.0
304,1,0,0,翻倍,0,0,2,1,0,3,10,开始演算,320000.0
305,1,0,0,翻倍,0,0,2,1,1,4,4,抽取铭牌,95040.0
306,1,0,0,翻倍,0,0,2,1,2,5,9,开始演算,200000.0
307,1,0,0,翻倍,0,0,2,2,0,4,3,抽取铭牌,58680.0
308,1,0,0,翻倍,0,0,2,2,1,5,8,开始演算,120000.0
309,1,0,0,翻倍,0,0,2,3,0,5,7,开始演算,72000.0
310,1,0,0,翻倍,0,0,3,0,0,3,9,开始演算,200000.0
311,1,0,0,翻倍,0,0,3,0,1,4,3,抽取铭牌,58040.0
312,1,0,0,翻倍,0,0,3,0,2,5,8,开始演算,120000.0
313,1,0,0,翻倍,0,0,3,1,0,4,2,抽取铭牌,35000.0
314,1,0,0,翻倍,0,0,3,1,1,5,7,开始演算,72000.0
315,1,0,0,翻倍,0,0,3,2,0,5,6,开始演算,40000.0
316,1,0,0,翻倍,0,0,4,0,0,4,1,抽取铭牌,20280.0
317,1,0,0,翻倍,0,0,4,0,1,5,6,开始演算,40000.0
318,1,0,0,翻倍,0,0,4,1,0,5,5,开始演算,24000.0
319,1,0,0,翻倍,0,0,5,0,0,5,4,开始演算,15000.0
320,1,0,0,翻倍,0,1,0,0,1,2,7,抽取铭牌,152845.58
321,1,0,0,翻倍,0,1,0,0,2,3,1,抽取铭牌,106301.54
322,1,0,0,翻倍,0,1,0,0,3,4,6,抽取铭牌,176000.0
323,1,0,0,翻倍,0,1,0,0,4,5,0,开始演算,0.0
324,1,0,0,翻倍,0,1,0,1,0,2,6,抽取铭牌,176260.97
325,1,0,0,翻倍,0,1,0,1,1,3,0,抽取铭牌,74415.38
326,1,0,0,翻倍,0,1,0,1,2,4,5,抽取铭牌,150720.0
327,1,0,0,翻倍,0,1,0,1,3,5,10,开始演算,320000.0
328,1,0,0,翻倍,0,1,0,2,0,3,10,开始演算,320000.0
329,1,0,0,翻倍,0,1,0,2,1,4,4,抽取铭牌,94400.0
330,1,0,0,翻倍,0,1,0,2,2,5,9,开始演算,200000.0
331,1,0,0,翻倍,0,1,0,3,0,4,3,抽取铭牌,58040.0
332,1,0,0,翻倍,0,1,0,3,1,5,8,开始演算,120000.0
333,1,0,0,翻倍,0,1,0,4,0,5,7,开始演算,72000.0
334,1,0,0,翻倍,0,1,1,0,0,2,5,抽取铭牌,194160.68
335,1,0,0,翻倍,0,1,1,0,1,3,10,开始演算,320000.0
336,1,0,0,翻倍,0,1,1,0,2,4,4,抽取铭牌,93120.0
337,1,0,0,翻倍,0,1,1,0,3,5,9,开始演算,200000.0
338,1,0,0,翻倍,0,1,1,1,0,3,9,开始演算,200000.0
339,1,0,0,翻倍,0,1,1,1,1,4,3,抽取铭牌,57400.0
340,1,0,0,翻倍,0,1,1,1,2,5,8,开始演算,120000.0
341,1,0,0,翻倍,0,1,1,2,0,4,2,抽取铭牌,34720.0
342,1,0,0,翻倍,0,1,1,2,1,5,7,开始演算,72000.0
343,1,0,0,翻倍,0,1,1,3,0,5,6,开始演算,40000.0
344,1,0,0,翻倍,0,1,2,0,0,3,8,开始演算,120000.0
345,1,0,0,翻倍,0,1,2,0,1,4,2,抽取铭牌,34080.0
346,1,0,0,翻倍,0,1,2,0,2,5,7,开始演算,72000.0
347,1,0,0,翻倍,0,1,2,1,0,4,1,抽取铭牌,20200.0
348,1,0,0,翻倍,0,1,2,1,1,5,6,开始演算,40000.0
349,1,0,0,翻倍,0,1,2,2,0,5,5,开始演算,24000.0
350,1,0,0,翻倍,0,1,3,0,0,4,0,抽取铭牌,12240.0
351,1,0,0,翻倍,0,1,3,0,1,5,5,开始演算,24000.0
352,1,0,0,翻倍,0,1,3,1,0,5,4,开始演算,15000.0
353,1,0,0,翻倍,0,1,4,0,0,5,3,开始演算,8000.0
354,1,0,0,翻倍,0,2,0,0,0,2,4,抽取铭牌,154065.19
355,1,0,0,翻倍,0,2,0,0,1,3,9,开始演算,200000.0
356,1,0,0,翻倍,0,2,0,0,2,4,3,抽取铭牌,56120.0
357,1,0,0,翻倍,0,2,0,0,3,5,8,开始演算,120000.0
358,1,0,0,翻倍,0,2,0,1,0,3,8,开始演算,120000.0
