状态序号,剩余演算次数,剩余放弃次数,剩余翻倍次数,已确定翻倍状态,铭牌0,铭牌1,铭牌2,铭牌3,铭牌4,手牌总数,战力点,最优决策,最优价值
9837,2,3,2,不翻倍,0,1,1,0,2,4,4,抽取铭牌,483080.08
9838,2,3,2,不翻倍,0,1,1,0,3,5,9,放弃,483080.08
9839,2,3,2,不翻倍,0,1,1,1,0,3,9,抽取铭牌,483080.08
9840,2,3,2,不翻倍,0,1,1,1,1,4,3,抽取铭牌,483080.08
9841,2,3,2,不翻倍,0,1,1,1,2,5,8,放弃,483080.08
9842,2,3,2,不翻倍,0,1,1,2,0,4,2,抽取铭牌,483080.08
9843,2,3,2,不翻倍,0,1,1,2,1,5,7,放弃,483080.08
9844,2,3,2,不翻倍,0,1,1,3,0,5,6,放弃,483080.08
9845,2,3,2,不翻倍,0,1,2,0,0,3,8,抽取铭牌,483080.08
9846,2,3,2,不翻倍,0,1,2,0,1,4,2,抽取铭牌,483080.08
9847,2,3,2,不翻倍,0,1,2,0,2,5,7,放弃,483080.08
9848,2,3,2,不翻倍,0,1,2,1,0,4,1,抽取铭牌,483080.08
9849,2,3,2,不翻倍,0,1,2,1,1,5,6,放弃,483080.08
9850,2,3,2,不翻倍,0,1,2,2,0,5,5,放弃,483080.08
9851,2,3,2,不翻倍,0,1,3,0,0,4,0,抽取铭牌,483080.08
9852,2,3,2,不翻倍,0,1,3,0,1,5,5,放弃,483080.08
9853,2,3,2,不翻倍,0,1,3,1,0,5,4,放弃,483080.08
9854,2,3,2,不翻倍,0,1,4,0,0,5,3,放弃,483080.08
9855,2,3,2,不翻倍,0,2,0,0,0,2,4,抽取铭牌,483080.08
9856,2,3,2,不翻倍,0,2,0,0,1,3,9,抽取铭牌,483080.08
9857,2,3,2,不翻倍,0,2,0,0,2,4,3,抽取铭牌,483080.08
9858,2,3,2,不翻倍,0,2,0,0,3,5,8,放弃,483080.08
9859,2,3,2,不翻倍,0,2,0,1,0,3,8,抽取铭牌,483080.08
9860,2,3,2,不翻倍,0,2,0,1,1,4,2,抽取铭牌,483080.08
9861,2,3,2,不翻倍,0,2,0,1,2,5,7,放弃,483080.08
9862,2,3,2,不翻倍,0,2,0,2,0,4,1,抽取铭牌,483080.08
9863,2,3,2,不翻倍,0,2,0,2,1,5,6,放弃,483080.08
9864,2,3,2,不翻倍,0,2,0,3,0,5,5,放弃,483080.08
9865,2,3,2,不翻倍,0,2,1,0,0,3,7,抽取铭牌,483080.08
9866,2,3,2,不翻倍,0,2,1,0,1,4,1,抽取铭牌,483080.08
9867,2,3,2,不翻倍,0,2,1,0,2,5,6,放弃,483080.08
9868,2,3,2,不翻倍,0,2,1,1,0,4,0,抽取铭牌,483080.08
9869,2,3,2,不翻倍,0,2,1,1,1,5,5,放弃,483080.08
9870,2,3,2,不翻倍,0,2,1,2,0,5,4,放弃,483080.08
9871,2,3,2,不翻倍,0,2,2,0,0,4,10,抽取铭牌,483080.08
9872,2,3,2,不翻倍,0,2,2,0,1,5,4,放弃,483080.08
9873,2,3,2,不翻倍,0,2,2,1,0,5,3,放弃,483080.08
9874,2,3,2,不翻倍,0,2,3,0,0,5,2,放弃,483080.08
9875,2,3,2,不翻倍,0,3,0,0,0,3,6,抽取铭牌,483080.08
9876,2,3,2,不翻倍,0,3,0,0,1,4,0,抽取铭牌,483080.08
9877,2,3,2,不翻倍,0,3,0,0,2,5,5,放弃,483080.08
9878,2,3,2,不翻倍,0,3,0,1,0,4,10,抽取铭牌,483080.08
9879,2,3,2,不翻倍,0,3,0,1,1,5,4,放弃,483080.08
9880,2,3,2,不翻倍,0,3,0,2,0,5,3,放弃,483080.08
9881,2,3,2,不翻倍,0,3,1,0,0,4,9,抽取铭牌,483080.08
9882,2,3,2,不翻倍,0,3,1,0,1,5,3,放弃,483080.08
9883,2,3,2,不翻倍,0,3,1,1,0,5,2,放弃,483080.08
9884,2,3,2,不翻倍,0,3,2,0,0,5,1,放弃,483080.08
9885,2,3,2,不翻倍,0,4,0,0,0,4,8,抽取铭牌,483080.08
9886,2,3,2,不翻倍,0,4,0,0,1,5,2,放弃,483080.08
9887,2,3,2,不翻倍,0,4,0,1,0,5,1,放弃,483080.08
9888,2,3,2,不翻倍,0,4,1,0,0,5,0,放弃,483080.08
9889,2,3,2,不翻倍,0,5,0,0,0,5,10,放弃,483080.08
9890,2,3,2,不翻倍,1,0,0,0,1,2,6,抽取铭牌,483080.08
9891,2,3,2,不翻倍,1,0,0,0,2,3,0,抽取铭牌,483080.08
9892,2,3,2,不翻倍,1,0,0,0,3,4,5,抽取铭牌,483080.08
9893,2,3,2,不翻倍,1,0,0,0,4,5,10,放弃,483080.08
9894,2,3,2,不翻倍,1,0,0,1,0,2,5,抽取铭牌,483080.08
9895,2,3,2,不翻倍,1,0,0,1,1,3,10,抽取铭牌,483080.08
9896,2,3,2,不翻倍,1,0,0,1,2,4,4,抽取铭牌,483080.08
9897,2,3,2,不翻倍,1,0,0,1,3,5,9,放弃,483080.08
9898,2,3,2,不翻倍,1,0,0,2,0,3,9,抽取铭牌,483080.08
9899,2,3,2,不翻倍,1,0,0,2,1,4,3,抽取铭牌,483080.08
9900,2,3,2,不翻倍,1,0,0,2,2,5,8,放弃,483080.08
9901,2,3,2,不翻倍,1,0,0,3,0,4,2,抽取铭牌,483080.08
9902,2,3,2,不翻倍,1,0,0,3,1,5,7,放弃,483080.08
9903,2,3,2,不翻倍,1,0,0,4,0,5,6,放弃,483080.08
9904,2,3,2,不翻倍,1,0,1,0,0,2,4,抽取铭牌,483080.08
9905,2,3,2,不翻倍,1,0,1,0,1,3,9,抽取铭牌,483080.08
9906,2,3,2,不翻倍,1,0,1,0,2,4,3,抽取铭牌,483080.08
9907,2,3,2,不翻倍,1,0,1,0,3,5,8,放弃,483080.08
9908,2,3,2,不翻倍,1,0,1,1,0,3,8,抽取铭牌,483080.08
9909,2,3,2,不翻倍,1,0,1,1,1,4,2,抽取铭牌,483080.08
9910,2,3,2,不翻倍,1,0,1,1,2,5,7,放弃,483080.08
9911,2,3,2,不翻倍,1,0,1,2,0,4,1,抽取铭牌,483080.08
9912,2,3,2,不翻倍,1,0,1,2,1,5,6,放弃,483080.08
9913,2,3,2,不翻倍,1,0,1,3,0,5,5,放弃,483080.08
9914,2,3,2,不翻倍,1,0,2,0,0,3,7,抽取铭牌,483080.08
9915,2,3,2,不翻倍,1,0,2,0,1,4,1,抽取铭牌,483080.08
9916,2,3,2,不翻倍,1,0,2,0,2,5,6,放弃,483080.08
9917,2,3,2,不翻倍,1,0,2,1,0,4,0,抽取铭牌,483080.08
9918,2,3,2,不翻倍,1,0,2,1,1,5,5,放弃,483080.08
9919,2,3,2,不翻倍,1,0,2,2,0,5,4,放弃,483080.08
9920,2,3,2,不翻倍,1,0,3,0,0,4,10,抽取铭牌,483080.08
9921,2,3,2,不翻倍,1,0,3,0,1,5,4,放弃,483080.08
9922,2,3,2,不翻倍,1,0,3,1,0,5,3,放弃,483080.08
9923,2,3,2,不翻倍,1,0,4,0,0,5,2,放弃,483080.08
9924,2,3,2,不翻倍,1,1,0,0,0,2,3,抽取铭牌,483080.08
9925,2,3,2,不翻倍,1,1,0,0,1,3,8,抽取铭牌,483080.08
9926,2,3,2,不翻倍,1,1,0,0,2,4,2,抽取铭牌,483080.08
9927,2,3,2,不翻倍,1,1,0,0,3,5,7,放弃,483080.08
9928,2,3,2,不翻倍,1,1,0,1,0,3,7,抽取铭牌,483080.08
9929,2,3,2,不翻倍,1,1,0,1,1,4,1,抽取铭牌,483080.08
9930,2,3,2,不翻倍,1,1,0,1,2,5,6,放弃,483080.08
9931,2,3,2,不翻倍,1,1,0,2,0,4,0,抽取铭牌,483080.08
9932,2,3,2,不翻倍,1,1,0,2,1,5,5,放弃,483080.08
9933,2,3,2,不翻倍,1,1,0,3,0,5,4,放弃,483080.08
9934,2,3,2,不翻倍,1,1,1,0,0,3,6,抽取铭牌,483080.08
9935,2,3,2,不翻倍,1,1,1,0,1,4,0,抽取铭牌,483080.08
9936,2,3,2,不翻倍,1,1,1,0,2,5,5,放弃,483080.08
9937,2,3,2,不翻倍,1,1,1,1,0,4,10,抽取铭牌,483080.08
9938,2,3,2,不翻倍,1,1,1,1,1,5,4,放弃,483080.08
9939,2,3,2,不翻倍,1,1,1,2,0,5,3,放弃,483080.08
9940,2,3,2,不翻倍,1,1,2,0,0,4,9,抽取铭牌,483080.08
9941,2,3,2,不翻倍,1,1,2,0,1,5,3,放弃,483080.08
9942,2,3,2,不翻倍,1,1,2,1,0,5,2,放弃,483080.08
9943,2,3,2,不翻倍,1,1,3,0,0,5,1,放弃,483080.08
9944,2,3,2,不翻倍,1,2,0,0,0,3,5,抽取铭牌,483080.08
9945,2,3,2,不翻倍,1,2,0,0,1,4,10,抽取铭牌,483080.08
9946,2,3,2,不翻倍,1,2,0,0,2,5,4,放弃,483080.08
9947,2,3,2,不翻倍,1,2,0,1,0,4,9,抽取铭牌,483080.08
9948,2,3,2,不翻倍,1,2,0,1,1,5,3,放弃,483080.08
9949,2,3,2,不翻倍,1,2,0,2,0,5,2,放弃,483080.08
9950,2,3,2,不翻倍,1,2,1,0,0,4,8,抽取铭牌,483080.08
9951,2,3,2,不翻倍,1,2,1,0,1,5,2,放弃,483080.08
9952,2,3,2,不翻倍,1,2,1,1,0,5,1,放弃,483080.08
9953,2,3,2,不翻倍,1,2,2,0,0,5,0,放弃,483080.08
9954,2,3,2,不翻倍,1,3,0,0,0,4,7,抽取铭牌,483080.08
9955,2,3,2,不翻倍,1,3,0,0,1,5,1,放弃,483080.08
9956,2,3,2,不翻倍,1,3,0,1,0,5,0,放弃,483080.08
9957,2,3,2,不翻倍,1,3,1,0,0,5,10,放弃,483080.08
9958,2,3,2,不翻倍,1,4,0,0,0,5,9,放弃,483080.08
9959,2,3,2,不翻倍,2,0,0,0,0,2,2,抽取铭牌,483080.08
9960,2,3,2,不翻倍,2,0,0,0,1,3,7,抽取铭牌,483080.08
9961,2,3,2,不翻倍,2,0,0,0,2,4,1,抽取铭牌,483080.08
9962,2,3,2,不翻倍,2,0,0,0,3,5,6,放弃,483080.08
9963,2,3,2,不翻倍,2,0,0,1,0,3,6,抽取铭牌,483080.08
9964,2,3,2,不翻倍,2,0,0,1,1,4,0,抽取铭牌,483080.08
9965,2,3,2,不翻倍,2,0,0,1,2,5,5,放弃,483080.08
9966,2,3,2,不翻倍,2,0,0,2,0,4,10,抽取铭牌,483080.08
9967,2,3,2,不翻倍,2,0,0,2,1,5,4,放弃,483080.08
9968,2,3,2,不翻倍,2,0,0,3,0,5,3,放弃,483080.08
9969,2,3,2,不翻倍,2,0,1,0,0,3,5,抽取铭牌,483080.08
9970,2,3,2,不翻倍,2,0,1,0,1,4,10,抽取铭牌,483080.08
9971,2,3,2,不翻倍,2,0,1,0,2,5,4,放弃,483080.08
9972,2,3,2,不翻倍,2,0,1,1,0,4,9,抽取铭牌,483080.08
9973,2,3,2,不翻倍,2,0,1,1,1,5,3,放弃,483080.08
9974,2,3,2,不翻倍,2,0,1,2,0,5,2,放弃,483080.08
9975,2,3,2,不翻倍,2,0,2,0,0,4,8,抽取铭牌,483080.08
9976,2,3,2,不翻倍,2,0,2,0,1,5,2,放弃,483080.08
9977,2,3,2,不翻倍,2,0,2,1,0,5,1,放弃,483080.08
9978,2,3,2,不翻倍,2,0,3,0,0,5,0,放弃,483080.08
9979,2,3,2,不翻倍,2,1,0,0,0,3,4,抽取铭牌,483080.08
9980,2,3,2,不翻倍,2,1,0,0,1,4,9,抽取铭牌,483080.08
9981,2,3,2,不翻倍,2,1,0,0,2,5,3,放弃,483080.08
9982,2,3,2,不翻倍,2,1,0,1,0,4,8,抽取铭牌,483080.08
9983,2,3,2,不翻倍,2,1,0,1,1,5,2,放弃,483080.08
9984,2,3,2,不翻倍,2,1,0,2,0,5,1,放弃,483080.08
9985,2,3,2,不翻倍,2,1,1,0,0,4,7,抽取铭牌,483080.08
9986,2,3,2,不翻倍,2,1,1,0,1,5,1,放弃,483080.08
9987,2,3,2,不翻倍,2,1,1,1,0,5,0,放弃,483080.08
9988,2,3,2,不翻倍,2,1,2,0,0,5,10,放弃,483080.08
9989,2,3,2,不翻倍,2,2,0,0,0,4,6,抽取铭牌,483080.08
9990,2,3,2,不翻倍,2,2,0,0,1,5,0,放弃,483080.08
9991,2,3,2,不翻倍,2,2,0,1,0,5,10,放弃,483080.08
9992,2,3,2,不翻倍,2,2,1,0,0,5,9,放弃,483080.08
9993,2,3,2,不翻倍,2,3,0,0,0,5,8,放弃,483080.08
9994,2,3,2,不翻倍,3,0,0,0,0,3,3,抽取铭牌,483080.08
9995,2,3,2,不翻倍,3,0,0,0,1,4,8,抽取铭牌,483080.08
9996,2,3,2,不翻倍,3,0,0,0,2,5,2,放弃,483080.08
9997,2,3,2,不翻倍,3,0,0,1,0,4,7,抽取铭牌,483080.08
9998,2,3,2,不翻倍,3,0,0,1,1,5,1,放弃,483080.08
9999,2,3,2,不翻倍,3,0,0,2,0,5,0,放弃,483080.08
10000,2,3,2,不翻倍,3,0,1,0,0,4,6,抽取铭牌,483080.08
10001,2,3,2,不翻倍,3,0,1,0,1,5,0,放弃,483080.08
10002,2,3,2,不翻倍,3,0,1,1,0,5,10,放弃,483080.08
10003,2,3,2,不翻倍,3,0,2,0,0,5,9,放弃,483080.08
10004,2,3,2,不翻倍,3,1,0,0,0,4,5,抽取铭牌,483080.08
10005,2,3,2,不翻倍,3,1,0,0,1,5,10,放弃,483080.08
10006,2,3,2,不翻倍,3,1,0,1,0,5,9,放弃,483080.08
10007,2,3,2,不翻倍,3,1,1,0,0,5,8,放弃,483080.08
10008,2,3,2,不翻倍,3,2,0,0,0,5,7,放弃,483080.08
10009,2,3,2,不翻倍,4,0,0,0,0,4,4,抽取铭牌,483080.08
10010,2,3,2,不翻倍,4,0,0,0,1,5,9,放弃,483080.08
10011,2,3,2,不翻倍,4,0,0,1,0,5,8,放弃,483080.08
10012,2,3,2,不翻倍,4,0,1,0,0,5,7,放弃,483080.08
10013,2,3,2,不翻倍,4,1,0,0,0,5,6,放弃,483080.08
10014,2,3,2,不翻倍,5,0,0,0,0,5,5,放弃,483080.08
10015,2,3,2,翻倍,0,0,0,0,2,2,10,开始演算,598856.65
10016,2,3,2,翻倍,0,0,0,0,3,3,4,抽取铭牌,506235.39
10017,2,3,2,翻倍,0,0,0,0,4,4,9,抽取铭牌,506235.39
10018,2,3,2,翻倍,0,0,0,0,5,5,3,放弃,483080.08
10019,2,3,2,翻倍,0,0,0,1,1,2,9,抽取铭牌,514811.43
10020,2,3,2,翻倍,0,0,0,1,2,3,3,抽取铭牌,502673.03
10021,2,3,2,翻倍,0,0,0,1,3,4,8,抽取铭牌,506235.39
10022,2,3,2,翻倍,0,0,0,1,4,5,2,放弃,483080.08
10023,2,3,2,翻倍,0,0,0,2,0,2,8,抽取铭牌,514349.65
10024,2,3,2,翻倍,0,0,0,2,1,3,2,抽取铭牌,497329.5
10025,2,3,2,翻倍,0,0,0,2,2,4,7,抽取铭牌,506235.39
10026,2,3,2,翻倍,0,0,0,2,3,5,1,放弃,483080.08
10027,2,3,2,翻倍,0,0,0,3,0,3,1,抽取铭牌,493767.14
10028,2,3,2,翻倍,0,0,0,3,1,4,6,抽取铭牌,506235.39
10029,2,3,2,翻倍,0,0,0,3,2,5,0,放弃,483080.08
10030,2,3,2,翻倍,0,0,0,4,0,4,5,抽取铭牌,510866.45
10031,2,3,2,翻倍,0,0,0,4,1,5,10,开始演算,598856.65
10032,2,3,2,翻倍,0,0,0,5,0,5,9,放弃,483080.08
10033,2,3,2,翻倍,0,0,1,0,1,2,8,抽取铭牌,514943.37
10034,2,3,2,翻倍,0,0,1,0,2,3,2,抽取铭牌,498754.44
10035,2,3,2,翻倍,0,0,1,0,3,4,7,抽取铭牌,501604.33
10036,2,3,2,翻倍,0,0,1,0,4,5,1,放弃,483080.08
10037,2,3,2,翻倍,0,0,1,1,0,2,7,抽取铭牌,513030.25
10038,2,3,2,翻倍,0,0,1,1,1,3,1,抽取铭牌,495548.32
10039,2,3,2,翻倍,0,0,1,1,2,4,6,抽取铭牌,515497.52
10040,2,3,2,翻倍,0,0,1,1,3,5,0,放弃,483080.08
10041,2,3,2,翻倍,0,0,1,2,0,3,0,抽取铭牌,488423.61
10042,2,3,2,翻倍,0,0,1,2,1,4,5,抽取铭牌,506235.39
10043,2,3,2,翻倍,0,0,1,2,2,5,10,开始演算,598856.65
10044,2,3,2,翻倍,0,0,1,3,0,4,4,抽取铭牌,483080.08
10045,2,3,2,翻倍,0,0,1,3,1,5,9,放弃,483080.08
10046,2,3,2,翻倍,0,0,1,4,0,5,8,放弃,483080.08
10047,2,3,2,翻倍,0,0,2,0,0,2,6,抽取铭牌,528401.16
10048,2,3,2,翻倍,0,0,2,0,1,3,0,抽取铭牌,486642.43
10049,2,3,2,翻倍,0,0,2,0,2,4,5,抽取铭牌,501604.33
10050,2,3,2,翻倍,0,0,2,0,3,5,10,开始演算,598856.65
10051,2,3,2,翻倍,0,0,2,1,0,3,10,开始演算,598856.65
10052,2,3,2,翻倍,0,0,2,1,1,4,4,抽取铭牌,483080.08
10053,2,3,2,翻倍,0,0,2,1,2,5,9,放弃,483080.08
10054,2,3,2,翻倍,0,0,2,2,0,4,3,抽取铭牌,483080.08
10055,2,3,2,翻倍,0,0,2,2,1,5,8,放弃,483080.08
10056,2,3,2,翻倍,0,0,2,3,0,5,7,放弃,483080.08
10057,2,3,2,翻倍,0,0,3,0,0,3,9,抽取铭牌,505344.8
10058,2,3,2,翻倍,0,0,3,0,1,4,3,抽取铭牌,483080.08
10059,2,3,2,翻倍,0,0,3,0,2,5,8,放弃,483080.08
10060,2,3,2,翻倍,0,0,3,1,0,4,2,抽取铭牌,483080.08
10061,2,3,2,翻倍,0,0,3,1,1,5,7,放弃,483080.08
10062,2,3,2,翻倍,0,0,3,2,0,5,6,放弃,483080.08
10063,2,3,2,翻倍,0,0,4,0,0,4,1,抽取铭牌,483080.08
10064,2,3,2,翻倍,0,0,4,0,1,5,6,放弃,483080.08
10065,2,3,2,翻倍,0,0,4,1,0,5,5,放弃,483080.08
10066,2,3,2,翻倍,0,0,5,0,0,5,4,放弃,483080.08
10067,2,3,2,翻倍,0,1,0,0,1,2,7,抽取铭牌,514679.49
10068,2,3,2,翻倍,0,1,0,0,2,3,1,抽取铭牌,494479.62
10069,2,3,2,翻倍,0,1,0,0,3,4,6,抽取铭牌,520128.58
10070,2,3,2,翻倍,0,1,0,0,4,5,0,放弃,483080.08
10071,2,3,2,翻倍,0,1,0,1,0,2,6,抽取铭牌,525696.41
10072,2,3,2,翻倍,0,1,0,1,1,3,0,抽取铭牌,486642.43
10073,2,3,2,翻倍,0,1,0,1,2,4,5,抽取铭牌,501604.33
10074,2,3,2,翻倍,0,1,0,1,3,5,10,开始演算,598856.65
10075,2,3,2,翻倍,0,1,0,2,0,3,10,开始演算,598856.65
10076,2,3,2,翻倍,0,1,0,2,1,4,4,抽取铭牌,483080.08
10077,2,3,2,翻倍,0,1,0,2,2,5,9,放弃,483080.08
10078,2,3,2,翻倍,0,1,0,3,0,4,3,抽取铭牌,483080.08
10079,2,3,2,翻倍,0,1,0,3,1,5,8,放弃,483080.08
10080,2,3,2,翻倍,0,1,0,4,0,5,7,放弃,483080.08
10081,2,3,2,翻倍,0,1,1,0,0,2,5,抽取铭牌,530050.4
10082,2,3,2,翻倍,0,1,1,0,1,3,10,开始演算,598856.65
10083,2,3,2,翻倍,0,1,1,0,2,4,4,抽取铭牌,483080.08
10084,2,3,2,翻倍,0,1,1,0,3,5,9,放弃,483080.08
10085,2,3,2,翻倍,0,1,1,1,0,3,9,抽取铭牌,505344.8
10086,2,3,2,翻倍,0,1,1,1,1,4,3,抽取铭牌,483080.08
10087,2,3,2,翻倍,0,1,1,1,2,5,8,放弃,483080.08
10088,2,3,2,翻倍,0,1,1,2,0,4,2,抽取铭牌,483080.08
10089,2,3,2,翻倍,0,1,1,2,1,5,7,放弃,483080.08
10090,2,3,2,翻倍,0,1,1,3,0,5,6,放弃,483080.08
10091,2,3,2,翻倍,0,1,2,0,0,3,8,抽取铭牌,504454.21
10092,2,3,2,翻倍,0,1,2,0,1,4,2,抽取铭牌,483080.08
10093,2,3,2,翻倍,0,1,2,0,2,5,7,放弃,483080.08
10094,2,3,2,翻倍,0,1,2,1,0,4,1,抽取铭牌,483080.08
10095,2,3,2,翻倍,0,1,2,1,1,5,6,放弃,483080.08
10096,2,3,2,翻倍,0,1,2,2,0,5,5,放弃,483080.08
10097,2,3,2,翻倍,0,1,3,0,0,4,0,抽取铭牌,483080.08
10098,2,3,2,翻倍,0,1,3,0,1,5,5,放弃,483080.08
10099,2,3,2,翻倍,0,1,3,1,0,5,4,放弃,483080.08
10100,2,3,2,翻倍,0,1,4,0,0,5,3,放弃,483080.08
10101,2,3,2,翻倍,0,2,0,0,0,2,4,抽取铭牌,510365.08
10102,2,3,2,翻倍,0,2,0,0,1,3,9,抽取铭牌,505344.8
10103,2,3,2,翻倍,0,2,0,0,2,4,3,抽取铭牌,483080.08
10104,2,3,2,翻倍,0,2,0,0,3,5,8,放弃,483080.08
10105,2,3,2,翻倍,0,2,0,1,0,3,8,抽取铭牌,500001.27
10106,2,3,2,翻倍,0,2,0,1,1,4,2,抽取铭牌,483080.08
10107,2,3,2,翻倍,0,2,0,1,2,5,7,放弃,483080.08
10108,2,3,2,翻倍,0,2,0,2,0,4,1,抽取铭牌,483080.08
10109,2,3,2,翻倍,0,2,0,2,1,5,6,放弃,483080.08
10110,2,3,2,翻倍,0,2,0,3,0,5,5,放弃,483080.08
10111,2,3,2,翻倍,0,2,1,0,0,3,7,抽取铭牌,506235.39
10112,2,3,2,翻倍,0,2,1,0,1,4,1,抽取铭牌,483080.08
10113,2,3,2,翻倍,0,2,1,0,2,5,6,放弃,483080.08
10114,2,3,2,翻倍,0,2,1,1,0,4,0,抽取铭牌,483080.08
10115,2,3,2,翻倍,0,2,1,1,1,5,5,放弃,483080.08
10116,2,3,2,翻倍,0,2,1,2,0,5,4,放弃,483080.08
10117,2,3,2,翻倍,0,2,2,0,0,4,10,开始演算,598856.65
10118,2,3,2,翻倍,0,2,2,0,1,5,4,放弃,483080.08
10119,2,3,2,翻倍,0,2,2,1,0,5,3,放弃,483080.08
10120,2,3,2,翻倍,0,2,3,0,0,5,2,放弃,483080.08
10121,2,3,2,翻倍,0,3,0,0,0,3,6,抽取铭牌,527965.76
10122,2,3,2,翻倍,0,3,0,0,1,4,0,抽取铭牌,483080.08
10123,2,3,2,翻倍,0,3,0,0,2,5,5,放弃,483080.08
10124,2,3,2,翻倍,0,3,0,1,0,4,10,开始演算,598856.65
10125,2,3,2,翻倍,0,3,0,1,1,5,4,放弃,483080.08
10126,2,3,2,翻倍,0,3,0,2,0,5,3,放弃,483080.08
10127,2,3,2,翻倍,0,3,1,0,0,4,9,抽取铭牌,506235.39
10128,2,3,2,翻倍,0,3,1,0,1,5,3,放弃,483080.08
10129,2,3,2,翻倍,0,3,1,1,0,5,2,放弃,483080.08
10130,2,3,2,翻倍,0,3,2,0,0,5,1,放弃,483080.08
10131,2,3,2,翻倍,0,4,0,0,0,4,8,抽取铭牌,487711.14
10132,2,3,2,翻倍,0,4,0,0,1,5,2,放弃,483080.08
10133,2,3,2,翻倍,0,4,0,1,0,5,1,放弃,483080.08
10134,2,3,2,翻倍,0,4,1,0,0,5,0,放弃,483080.08
10135,2,3,2,翻倍,0,5,0,0,0,5,10,开始演算,598856.65
10136,2,3,2,翻倍,1,0,0,0,1,2,6,抽取铭牌,528862.95
10137,2,3,2,翻倍,1,0,0,0,2,3,0,抽取铭牌,485217.49
10138,2,3,2,翻倍,1,0,0,0,3,4,5,抽取铭牌,496973.26
10139,2,3,2,翻倍,1,0,0,0,4,5,10,开始演算,598856.65
10140,2,3,2,翻倍,1,0,0,1,0,2,5,抽取铭牌,529060.86
10141,2,3,2,翻倍,1,0,0,1,1,3,10,开始演算,598856.65
10142,2,3,2,翻倍,1,0,0,1,2,4,4,抽取铭牌,483080.08
10143,2,3,2,翻倍,1,0,0,1,3,5,9,放弃,483080.08
10144,2,3,2,翻倍,1,0,0,2,0,3,9,抽取铭牌,500891.86
10145,2,3,2,翻倍,1,0,0,2,1,4,3,抽取铭牌,483080.08
10146,2,3,2,翻倍,1,0,0,2,2,5,8,放弃,483080.08
10147,2,3,2,翻倍,1,0,0,3,0,4,2,抽取铭牌,483080.08
10148,2,3,2,翻倍,1,0,0,3,1,5,7,放弃,483080.08
10149,2,3,2,翻倍,1,0,0,4,0,5,6,放弃,483080.08
10150,2,3,2,翻倍,1,0,1,0,0,2,4,抽取铭牌,511631.7
10151,2,3,2,翻倍,1,0,1,0,1,3,9,抽取铭牌,500891.86
10152,2,3,2,翻倍,1,0,1,0,2,4,3,抽取铭牌,483080.08
10153,2,3,2,翻倍,1,0,1,0,3,5,8,放弃,483080.08
10154,2,3,2,翻倍,1,0,1,1,0,3,8,抽取铭牌,507482.22
10155,2,3,2,翻倍,1,0,1,1,1,4,2,抽取铭牌,483080.08
10156,2,3,2,翻倍,1,0,1,1,2,5,7,放弃,483080.08
10157,2,3,2,翻倍,1,0,1,2,0,4,1,抽取铭牌,483080.08
10158,2,3,2,翻倍,1,0,1,2,1,5,6,放弃,483080.08
10159,2,3,2,翻倍,1,0,1,3,0,5,5,放弃,483080.08
10160,2,3,2,翻倍,1,0,2,0,0,3,7,抽取铭牌,503563.62
10161,2,3,2,翻倍,1,0,2,0,1,4,1,抽取铭牌,483080.08
10162,2,3,2,翻倍,1,0,2,0,2,5,6,放弃,483080.08
10163,2,3,2,翻倍,1,0,2,1,0,4,0,抽取铭牌,483080.08
10164,2,3,2,翻倍,1,0,2,1,1,5,5,放弃,483080.08
10165,2,3,2,翻倍,1,0,2,2,0,5,4,放弃,483080.08
10166,2,3,2,翻倍,1,0,3,0,0,4,10,开始演算,598856.65
10167,2,3,2,翻倍,1,0,3,0,1,5,4,放弃,483080.08
10168,2,3,2,翻倍,1,0,3,1,0,5,3,放弃,483080.08
10169,2,3,2,翻倍,1,0,4,0,0,5,2,放弃,483080.08
10170,2,3,2,翻倍,1,1,0,0,0,2,3,抽取铭牌,513452.46
10171,2,3,2,翻倍,1,1,0,0,1,3,8,抽取铭牌,503029.27
10172,2,3,2,翻倍,1,1,0,0,2,4,2,抽取铭牌,483080.08
10173,2,3,2,翻倍,1,1,0,0,3,5,7,放弃,483080.08
10174,2,3,2,翻倍,1,1,0,1,0,3,7,抽取铭牌,511044.57
10175,2,3,2,翻倍,1,1,0,1,1,4,1,抽取铭牌,483080.08
10176,2,3,2,翻倍,1,1,0,1,2,5,6,放弃,483080.08
10177,2,3,2,翻倍,1,1,0,2,0,4,0,抽取铭牌,483080.08
10178,2,3,2,翻倍,1,1,0,2,1,5,5,放弃,483080.08
10179,2,3,2,翻倍,1,1,0,3,0,5,4,放弃,483080.08
10180,2,3,2,翻倍,1,1,1,0,0,3,6,抽取铭牌,526540.82
10181,2,3,2,翻倍,1,1,1,0,1,4,0,抽取铭牌,483080.08
10182,2,3,2,翻倍,1,1,1,0,2,5,5,放弃,483080.08
10183,2,3,2,翻倍,1,1,1,1,0,4,10,开始演算,598856.65
10184,2,3,2,翻倍,1,1,1,1,1,5,4,放弃,483080.08
10185,2,3,2,翻倍,1,1,1,2,0,5,3,放弃,483080.08
10186,2,3,2,翻倍,1,1,2,0,0,4,9,抽取铭牌,501604.33
10187,2,3,2,翻倍,1,1,2,0,1,5,3,放弃,483080.08
10188,2,3,2,翻倍,1,1,2,1,0,5,2,放弃,483080.08
10189,2,3,2,翻倍,1,1,3,0,0,5,1,放弃,483080.08
